Year,Année,ISO,Jurisdiction,Juridiction,Month,Mois,Number,Data Qualifier,Nombre,Qualificatifs de données
1990,1990,AB,Alberta,Alberta,January,Janvier,1,a,1,a
1990,1990,AB,Alberta,Alberta,October,Octobre,34,a,34,a
1990,1990,AB,Alberta,Alberta,November,Novembre,16,a,16,a
1990,1990,AB,Alberta,Alberta,December,Décembre,4,a,4,a
1990,1990,AB,Alberta,Alberta,February,Février,5,a,5,a
1990,1990,AB,Alberta,Alberta,March,Mars,8,a,8,a
1990,1990,AB,Alberta,Alberta,April,Avril,26,a,26,a
1990,1990,AB,Alberta,Alberta,May,Mai,114,a,114,a
1990,1990,AB,Alberta,Alberta,June,Juin,214,a,214,a
1990,1990,AB,Alberta,Alberta,July,Juillet,446,a,446,a
1990,1990,AB,Alberta,Alberta,August,Août,381,a,381,a
1990,1990,AB,Alberta,Alberta,September,Septembre,117,a,117,a
1990,1990,BC,British Columbia,Colombie-Britannique,October,Octobre,60,a,60,a
1990,1990,BC,British Columbia,Colombie-Britannique,November,Novembre,6,a,6,a
1990,1990,BC,British Columbia,Colombie-Britannique,February,Février,3,a,3,a
1990,1990,BC,British Columbia,Colombie-Britannique,March,Mars,35,a,35,a
1990,1990,BC,British Columbia,Colombie-Britannique,April,Avril,147,a,147,a
1990,1990,BC,British Columbia,Colombie-Britannique,May,Mai,235,a,235,a
1990,1990,BC,British Columbia,Colombie-Britannique,June,Juin,95,a,95,a
1990,1990,BC,British Columbia,Colombie-Britannique,July,Juillet,775,a,775,a
1990,1990,BC,British Columbia,Colombie-Britannique,August,Août,1563,a,1563,a
1990,1990,BC,British Columbia,Colombie-Britannique,September,Septembre,336,a,336,a
1990,1990,MB,Manitoba,Manitoba,October,Octobre,36,a,36,a
1990,1990,MB,Manitoba,Manitoba,November,Novembre,13,a,13,a
1990,1990,MB,Manitoba,Manitoba,December,Décembre,1,a,1,a
1990,1990,MB,Manitoba,Manitoba,April,Avril,39,a,39,a
1990,1990,MB,Manitoba,Manitoba,May,Mai,71,a,71,a
1990,1990,MB,Manitoba,Manitoba,June,Juin,85,a,85,a
1990,1990,MB,Manitoba,Manitoba,July,Juillet,90,a,90,a
1990,1990,MB,Manitoba,Manitoba,August,Août,176,a,176,a
1990,1990,MB,Manitoba,Manitoba,September,Septembre,51,a,51,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,4,a,4,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,March,Mars,1,a,1,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,April,Avril,42,a,42,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,May,Mai,71,a,71,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,June,Juin,100,a,100,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,114,a,114,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,August,Août,32,a,32,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,13,a,13,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,3,a,3,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,March,Mars,2,a,2,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,5,a,5,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,19,a,19,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,36,a,36,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,29,a,29,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,30,a,30,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,41,a,41,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,9,a,9,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1,a,1,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,34,a,34,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,89,a,89,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,134,a,134,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,58,a,58,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,74,a,74,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,62,a,62,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,36,a,36,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,10,a,10,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,98,a,98,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,113,a,113,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,13,a,13,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,2,a,2,a
1990,1990,ON,Ontario,Ontario,October,Octobre,31,a,31,a
1990,1990,ON,Ontario,Ontario,November,Novembre,16,a,16,a
1990,1990,ON,Ontario,Ontario,March,Mars,62,a,62,a
1990,1990,ON,Ontario,Ontario,April,Avril,185,a,185,a
1990,1990,ON,Ontario,Ontario,May,Mai,242,a,242,a
1990,1990,ON,Ontario,Ontario,June,Juin,111,a,111,a
1990,1990,ON,Ontario,Ontario,July,Juillet,237,a,237,a
1990,1990,ON,Ontario,Ontario,August,Août,543,a,543,a
1990,1990,ON,Ontario,Ontario,September,Septembre,185,a,185,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,7,a,7,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,1,a,1,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,6,a,6,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,8,a,8,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,13,a,13,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,2,a,2,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,1,a,1,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
1990,1990,QC,Quebec,Québec,October,Octobre,4,a,4,a
1990,1990,QC,Quebec,Québec,March,Mars,1,a,1,a
1990,1990,QC,Quebec,Québec,April,Avril,59,a,59,a
1990,1990,QC,Quebec,Québec,May,Mai,214,a,214,a
1990,1990,QC,Quebec,Québec,June,Juin,139,a,139,a
1990,1990,QC,Quebec,Québec,July,Juillet,178,a,178,a
1990,1990,QC,Quebec,Québec,August,Août,138,a,138,a
1990,1990,QC,Quebec,Québec,September,Septembre,118,a,118,a
1990,1990,SK,Saskatchewan,Saskatchewan,October,Octobre,10,a,10,a
1990,1990,SK,Saskatchewan,Saskatchewan,March,Mars,2,a,2,a
1990,1990,SK,Saskatchewan,Saskatchewan,April,Avril,18,a,18,a
1990,1990,SK,Saskatchewan,Saskatchewan,May,Mai,103,a,103,a
1990,1990,SK,Saskatchewan,Saskatchewan,June,Juin,275,a,275,a
1990,1990,SK,Saskatchewan,Saskatchewan,July,Juillet,130,a,130,a
1990,1990,SK,Saskatchewan,Saskatchewan,August,Août,314,a,314,a
1990,1990,SK,Saskatchewan,Saskatchewan,September,Septembre,45,a,45,a
1990,1990,YT,Yukon,Yukon,October,Octobre,2,a,2,a
1990,1990,YT,Yukon,Yukon,April,Avril,3,a,3,a
1990,1990,YT,Yukon,Yukon,May,Mai,15,a,15,a
1990,1990,YT,Yukon,Yukon,June,Juin,19,a,19,a
1990,1990,YT,Yukon,Yukon,July,Juillet,69,a,69,a
1990,1990,YT,Yukon,Yukon,August,Août,32,a,32,a
1990,1990,YT,Yukon,Yukon,September,Septembre,14,a,14,a
1991,1991,AB,Alberta,Alberta,January,Janvier,9,a,9,a
1991,1991,AB,Alberta,Alberta,October,Octobre,66,a,66,a
1991,1991,AB,Alberta,Alberta,November,Novembre,6,a,6,a
1991,1991,AB,Alberta,Alberta,December,Décembre,7,a,7,a
1991,1991,AB,Alberta,Alberta,February,Février,4,a,4,a
1991,1991,AB,Alberta,Alberta,March,Mars,8,a,8,a
1991,1991,AB,Alberta,Alberta,April,Avril,111,a,111,a
1991,1991,AB,Alberta,Alberta,May,Mai,201,a,201,a
1991,1991,AB,Alberta,Alberta,June,Juin,114,a,114,a
1991,1991,AB,Alberta,Alberta,July,Juillet,125,a,125,a
1991,1991,AB,Alberta,Alberta,August,Août,239,a,239,a
1991,1991,AB,Alberta,Alberta,September,Septembre,54,a,54,a
1991,1991,BC,British Columbia,Colombie-Britannique,January,Janvier,2,a,2,a
1991,1991,BC,British Columbia,Colombie-Britannique,October,Octobre,248,a,248,a
1991,1991,BC,British Columbia,Colombie-Britannique,November,Novembre,5,a,5,a
1991,1991,BC,British Columbia,Colombie-Britannique,February,Février,5,a,5,a
1991,1991,BC,British Columbia,Colombie-Britannique,March,Mars,25,a,25,a
1991,1991,BC,British Columbia,Colombie-Britannique,April,Avril,204,a,204,a
1991,1991,BC,British Columbia,Colombie-Britannique,May,Mai,193,a,193,a
1991,1991,BC,British Columbia,Colombie-Britannique,June,Juin,291,a,291,a
1991,1991,BC,British Columbia,Colombie-Britannique,July,Juillet,296,a,296,a
1991,1991,BC,British Columbia,Colombie-Britannique,August,Août,573,a,573,a
1991,1991,BC,British Columbia,Colombie-Britannique,September,Septembre,172,a,172,a
1991,1991,MB,Manitoba,Manitoba,January,Janvier,5,a,5,a
1991,1991,MB,Manitoba,Manitoba,October,Octobre,6,a,6,a
1991,1991,MB,Manitoba,Manitoba,February,Février,3,a,3,a
1991,1991,MB,Manitoba,Manitoba,March,Mars,12,a,12,a
1991,1991,MB,Manitoba,Manitoba,April,Avril,109,a,109,a
1991,1991,MB,Manitoba,Manitoba,May,Mai,75,a,75,a
1991,1991,MB,Manitoba,Manitoba,June,Juin,77,a,77,a
1991,1991,MB,Manitoba,Manitoba,July,Juillet,142,a,142,a
1991,1991,MB,Manitoba,Manitoba,August,Août,222,a,222,a
1991,1991,MB,Manitoba,Manitoba,September,Septembre,21,a,21,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,7,a,7,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,1,a,1,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,April,Avril,91,a,91,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,May,Mai,154,a,154,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,June,Juin,150,a,150,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,141,a,141,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,August,Août,92,a,92,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,20,a,20,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,4,a,4,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,29,a,29,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,38,a,38,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,12,a,12,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,32,a,32,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,1,a,1,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,26,a,26,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,208,a,208,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,174,a,174,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,145,a,145,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,162,a,162,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,10,a,10,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,5,a,5,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,59,a,59,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,149,a,149,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,117,a,117,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,1,a,1,a
1991,1991,ON,Ontario,Ontario,October,Octobre,11,a,11,a
1991,1991,ON,Ontario,Ontario,November,Novembre,12,a,12,a
1991,1991,ON,Ontario,Ontario,December,Décembre,1,a,1,a
1991,1991,ON,Ontario,Ontario,March,Mars,12,a,12,a
1991,1991,ON,Ontario,Ontario,April,Avril,210,a,210,a
1991,1991,ON,Ontario,Ontario,May,Mai,231,a,231,a
1991,1991,ON,Ontario,Ontario,June,Juin,415,a,415,a
1991,1991,ON,Ontario,Ontario,July,Juillet,586,a,586,a
1991,1991,ON,Ontario,Ontario,August,Août,944,a,944,a
1991,1991,ON,Ontario,Ontario,September,Septembre,138,a,138,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,17,a,17,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,2,a,2,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,3,a,3,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,8,a,8,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,2,a,2,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,16,a,16,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
1991,1991,QC,Quebec,Québec,October,Octobre,6,a,6,a
1991,1991,QC,Quebec,Québec,November,Novembre,5,a,5,a
1991,1991,QC,Quebec,Québec,March,Mars,1,a,1,a
1991,1991,QC,Quebec,Québec,April,Avril,64,a,64,a
1991,1991,QC,Quebec,Québec,May,Mai,220,a,220,a
1991,1991,QC,Quebec,Québec,June,Juin,408,a,408,a
1991,1991,QC,Quebec,Québec,July,Juillet,318,a,318,a
1991,1991,QC,Quebec,Québec,August,Août,162,a,162,a
1991,1991,QC,Quebec,Québec,September,Septembre,32,a,32,a
1991,1991,SK,Saskatchewan,Saskatchewan,January,Janvier,2,a,2,a
1991,1991,SK,Saskatchewan,Saskatchewan,October,Octobre,31,a,31,a
1991,1991,SK,Saskatchewan,Saskatchewan,November,Novembre,14,a,14,a
1991,1991,SK,Saskatchewan,Saskatchewan,December,Décembre,2,a,2,a
1991,1991,SK,Saskatchewan,Saskatchewan,March,Mars,1,a,1,a
1991,1991,SK,Saskatchewan,Saskatchewan,April,Avril,79,a,79,a
1991,1991,SK,Saskatchewan,Saskatchewan,May,Mai,127,a,127,a
1991,1991,SK,Saskatchewan,Saskatchewan,June,Juin,75,a,75,a
1991,1991,SK,Saskatchewan,Saskatchewan,July,Juillet,111,a,111,a
1991,1991,SK,Saskatchewan,Saskatchewan,August,Août,272,a,272,a
1991,1991,SK,Saskatchewan,Saskatchewan,September,Septembre,48,a,48,a
1991,1991,YT,Yukon,Yukon,April,Avril,8,a,8,a
1991,1991,YT,Yukon,Yukon,May,Mai,28,a,28,a
1991,1991,YT,Yukon,Yukon,June,Juin,109,a,109,a
1991,1991,YT,Yukon,Yukon,July,Juillet,33,a,33,a
1991,1991,YT,Yukon,Yukon,August,Août,9,a,9,a
1992,1992,AB,Alberta,Alberta,January,Janvier,14,a,14,a
1992,1992,AB,Alberta,Alberta,October,Octobre,29,a,29,a
1992,1992,AB,Alberta,Alberta,November,Novembre,15,a,15,a
1992,1992,AB,Alberta,Alberta,December,Décembre,4,a,4,a
1992,1992,AB,Alberta,Alberta,February,Février,11,a,11,a
1992,1992,AB,Alberta,Alberta,March,Mars,61,a,61,a
1992,1992,AB,Alberta,Alberta,April,Avril,110,a,110,a
1992,1992,AB,Alberta,Alberta,May,Mai,91,a,91,a
1992,1992,AB,Alberta,Alberta,June,Juin,147,a,147,a
1992,1992,AB,Alberta,Alberta,July,Juillet,226,a,226,a
1992,1992,AB,Alberta,Alberta,August,Août,339,a,339,a
1992,1992,AB,Alberta,Alberta,September,Septembre,14,a,14,a
1992,1992,BC,British Columbia,Colombie-Britannique,January,Janvier,6,a,6,a
1992,1992,BC,British Columbia,Colombie-Britannique,October,Octobre,126,a,126,a
1992,1992,BC,British Columbia,Colombie-Britannique,November,Novembre,4,a,4,a
1992,1992,BC,British Columbia,Colombie-Britannique,December,Décembre,1,a,1,a
1992,1992,BC,British Columbia,Colombie-Britannique,February,Février,2,a,2,a
1992,1992,BC,British Columbia,Colombie-Britannique,March,Mars,70,a,70,a
1992,1992,BC,British Columbia,Colombie-Britannique,April,Avril,155,a,155,a
1992,1992,BC,British Columbia,Colombie-Britannique,May,Mai,243,a,243,a
1992,1992,BC,British Columbia,Colombie-Britannique,June,Juin,705,a,705,a
1992,1992,BC,British Columbia,Colombie-Britannique,July,Juillet,493,a,493,a
1992,1992,BC,British Columbia,Colombie-Britannique,August,Août,1803,a,1803,a
1992,1992,BC,British Columbia,Colombie-Britannique,September,Septembre,197,a,197,a
1992,1992,MB,Manitoba,Manitoba,October,Octobre,4,a,4,a
1992,1992,MB,Manitoba,Manitoba,February,Février,1,a,1,a
1992,1992,MB,Manitoba,Manitoba,March,Mars,1,a,1,a
1992,1992,MB,Manitoba,Manitoba,April,Avril,7,a,7,a
1992,1992,MB,Manitoba,Manitoba,May,Mai,76,a,76,a
1992,1992,MB,Manitoba,Manitoba,June,Juin,45,a,45,a
1992,1992,MB,Manitoba,Manitoba,July,Juillet,57,a,57,a
1992,1992,MB,Manitoba,Manitoba,August,Août,102,a,102,a
1992,1992,MB,Manitoba,Manitoba,September,Septembre,5,a,5,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,14,a,14,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,April,Avril,50,a,50,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,May,Mai,345,a,345,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,June,Juin,78,a,78,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,24,a,24,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,August,Août,42,a,42,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,23,a,23,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,2,a,2,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,47,a,47,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,15,a,15,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,13,a,13,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,26,a,26,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,3,a,3,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,13,a,13,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,43,a,43,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,138,a,138,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,46,a,46,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,19,a,19,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,18,a,18,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,19,a,19,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,9,a,9,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,31,a,31,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,130,a,130,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,100,a,100,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,15,a,15,a
1992,1992,ON,Ontario,Ontario,October,Octobre,11,a,11,a
1992,1992,ON,Ontario,Ontario,March,Mars,2,a,2,a
1992,1992,ON,Ontario,Ontario,April,Avril,58,a,58,a
1992,1992,ON,Ontario,Ontario,May,Mai,347,a,347,a
1992,1992,ON,Ontario,Ontario,June,Juin,380,a,380,a
1992,1992,ON,Ontario,Ontario,July,Juillet,60,a,60,a
1992,1992,ON,Ontario,Ontario,August,Août,94,a,94,a
1992,1992,ON,Ontario,Ontario,September,Septembre,8,a,8,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,7,a,7,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,3,a,3,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,14,a,14,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,1,a,1,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,2,a,2,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
1992,1992,QC,Quebec,Québec,October,Octobre,7,a,7,a
1992,1992,QC,Quebec,Québec,November,Novembre,2,a,2,a
1992,1992,QC,Quebec,Québec,April,Avril,44,a,44,a
1992,1992,QC,Quebec,Québec,May,Mai,405,a,405,a
1992,1992,QC,Quebec,Québec,June,Juin,180,a,180,a
1992,1992,QC,Quebec,Québec,July,Juillet,54,a,54,a
1992,1992,QC,Quebec,Québec,August,Août,59,a,59,a
1992,1992,QC,Quebec,Québec,September,Septembre,14,a,14,a
1992,1992,SK,Saskatchewan,Saskatchewan,October,Octobre,7,a,7,a
1992,1992,SK,Saskatchewan,Saskatchewan,November,Novembre,2,a,2,a
1992,1992,SK,Saskatchewan,Saskatchewan,March,Mars,3,a,3,a
1992,1992,SK,Saskatchewan,Saskatchewan,April,Avril,50,a,50,a
1992,1992,SK,Saskatchewan,Saskatchewan,May,Mai,103,a,103,a
1992,1992,SK,Saskatchewan,Saskatchewan,June,Juin,151,a,151,a
1992,1992,SK,Saskatchewan,Saskatchewan,July,Juillet,150,a,150,a
1992,1992,SK,Saskatchewan,Saskatchewan,August,Août,215,a,215,a
1992,1992,SK,Saskatchewan,Saskatchewan,September,Septembre,18,a,18,a
1992,1992,YT,Yukon,Yukon,May,Mai,9,a,9,a
1992,1992,YT,Yukon,Yukon,June,Juin,26,a,26,a
1992,1992,YT,Yukon,Yukon,July,Juillet,72,a,72,a
1992,1992,YT,Yukon,Yukon,August,Août,9,a,9,a
1993,1993,AB,Alberta,Alberta,January,Janvier,8,a,8,a
1993,1993,AB,Alberta,Alberta,October,Octobre,19,a,19,a
1993,1993,AB,Alberta,Alberta,November,Novembre,7,a,7,a
1993,1993,AB,Alberta,Alberta,December,Décembre,1,a,1,a
1993,1993,AB,Alberta,Alberta,February,Février,12,a,12,a
1993,1993,AB,Alberta,Alberta,March,Mars,29,a,29,a
1993,1993,AB,Alberta,Alberta,April,Avril,52,a,52,a
1993,1993,AB,Alberta,Alberta,May,Mai,242,a,242,a
1993,1993,AB,Alberta,Alberta,June,Juin,342,a,342,a
1993,1993,AB,Alberta,Alberta,July,Juillet,112,a,112,a
1993,1993,AB,Alberta,Alberta,August,Août,35,a,35,a
1993,1993,AB,Alberta,Alberta,September,Septembre,17,a,17,a
1993,1993,BC,British Columbia,Colombie-Britannique,January,Janvier,3,a,3,a
1993,1993,BC,British Columbia,Colombie-Britannique,October,Octobre,119,a,119,a
1993,1993,BC,British Columbia,Colombie-Britannique,November,Novembre,10,a,10,a
1993,1993,BC,British Columbia,Colombie-Britannique,February,Février,16,a,16,a
1993,1993,BC,British Columbia,Colombie-Britannique,March,Mars,34,a,34,a
1993,1993,BC,British Columbia,Colombie-Britannique,April,Avril,77,a,77,a
1993,1993,BC,British Columbia,Colombie-Britannique,May,Mai,322,a,322,a
1993,1993,BC,British Columbia,Colombie-Britannique,June,Juin,189,a,189,a
1993,1993,BC,British Columbia,Colombie-Britannique,July,Juillet,153,a,153,a
1993,1993,BC,British Columbia,Colombie-Britannique,August,Août,274,a,274,a
1993,1993,BC,British Columbia,Colombie-Britannique,September,Septembre,300,a,300,a
1993,1993,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
1993,1993,MB,Manitoba,Manitoba,March,Mars,2,a,2,a
1993,1993,MB,Manitoba,Manitoba,April,Avril,39,a,39,a
1993,1993,MB,Manitoba,Manitoba,May,Mai,67,a,67,a
1993,1993,MB,Manitoba,Manitoba,June,Juin,97,a,97,a
1993,1993,MB,Manitoba,Manitoba,July,Juillet,24,a,24,a
1993,1993,MB,Manitoba,Manitoba,August,Août,6,a,6,a
1993,1993,MB,Manitoba,Manitoba,September,Septembre,3,a,3,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,April,Avril,60,a,60,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,May,Mai,195,a,195,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,June,Juin,40,a,40,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,32,a,32,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,August,Août,72,a,72,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,28,a,28,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,4,a,4,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,1,a,1,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,13,a,13,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,24,a,24,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,5,a,5,a
